Data Source,,,,,,,,,,,,,,,,,
St. Lucia,GDP (current US$),748346592.6,823837148.1,893107222.2,951207370.4,1134193630,1277494148,1282215407,1262973407,1381968259,1437684815,1436803333,1489928889,1551921037,1649142630,1667078704,
Latin America & Caribbean,GDP (current US$),1.9768E+12,2.0353E+12,2.35066E+12,2.84551E+12,3.33724E+12,3.93635E+12,4.57603E+12,4.30216E+12,5.33453E+12,6.06428E+12,6.12121E+12,6.27299E+12,6.39155E+12,5.45921E+12,5.29987E+12,
Least developed countries: UN classification,GDP (current US$),2.1114E+11,2.39016E+11,2.74531E+11,3.21336E+11,3.77285E+11,4.59888E+11,5.71649E+11,5.82743E+11,6.61934E+11,7.51567E+11,7.98197E+11,8.66105E+11,9.38326E+11,9.26977E+11,9.40734E+11,
Low income,GDP (current US$),1.09911E+11,1.20719E+11,1.37616E+11,1.58964E+11,1.7784E+11,2.1277E+11,2.56173E+11,2.71232E+11,2.9234E+11,3.28781E+11,3.53928E+11,3.82593E+11,4.11931E+11,4.0239E+11,4.02524E+11,
Sri Lanka,GDP (current US$),16536535647,18881765437,20662525941,24406252457,28279814925,32350248411,40713812310,42066217872,56725745039,65292741297,68434399083,74317806755,79356456990,80611989527,81321876307,
Lower middle income,GDP (current US$),1.45803E+12,1.6723E+12,1.91186E+12,2.2052E+12,2.62626E+12,3.23218E+12,3.6379E+12,3.72781E+12,4.66696E+12,5.27893E+12,5.53533E+12,5.77446E+12,6.07654E+12,6.01705E+12,6.26337E+12,
Low & middle income,GDP (current US$),6.15093E+12,6.95834E+12,8.2608E+12,9.84231E+12,1.16971E+13,1.45095E+13,1.74247E+13,1.70233E+13,2.07512E+13,2.45084E+13,2.60883E+13,2.76615E+13,2.87048E+13,2.71982E+13,2.72994E+13,
Lesotho,GDP (current US$),775780697.7,1157832935,1511236656,1682350935,1800105590,1820811281,1870722801,1865963015,2385950664,2788022889,2678494689,2526009073,2614566292,2505886025,2291321667,
Late-demographic dividend,GDP (current US$),3.72354E+12,4.24606E+12,5.10348E+12,6.16173E+12,7.43678E+12,9.36621E+12,1.16452E+13,1.12582E+13,1.35137E+13,1.648E+13,1.76317E+13,1.90143E+13,1.97031E+13,1.84565E+13,1.84551E+13,
Lithuania,GDP (current US$),14278357284,18802576988,22649930576,26125575942,30216060233,39738180077,47850551149,37440673478,37120517694,43476878139,42847900766,46473646002,48545251796,41402022148,42738875963,
Luxembourg,GDP (current US$),23616328816,29557325056,34685281848,37347394603,42414308117,50888134410,55849686539,51370543206,53212476812,60004630234,56677961787,61739352212,66327344189,57784495265,58631324559,
Latvia,GDP (current US$),9546441564,11748433157,14373269156,16922504045,21447021570,30901399261,35596016664,26169854045,23757368290,28223552825,28119996053,30314363219,31419072948,27009231911,27572698482,
"Macao SAR, China",GDP (current US$),7322677820,8195033162,10585624891,12092222042,14789661809,18340447243,20917444920,21475520709,28123640999,36709860068,43031577366,51552075902,55347998648,45415278647,44802641830,
Morocco,GDP (current US$),42236836821,52064058834,59626020162,62343022651,68640825481,79041294874,92507257784,92897320376,93216746662,1.0137E+11,98266306615,1.06826E+11,1.10081E+11,1.01187E+11,1.03606E+11,
Moldova,GDP (current US$),1661818168,1980901554,2598231467,2988338439,3408272498,4401154128,6054806101,5439422031,5811604052,7015206498,7284686576,7985349731,7983271111,6512899540,6749515655,
Madagascar,GDP (current US$),4397254608,5474030080,4363934494,5039293031,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243420,10001193420,
Maldives,GDP (current US$),897031250,1052121056,1226829565,1163362434,1575200391,1868383460,2271646188,2345294879,2588176058,2774351758,2886170570,3295011381,3697351594,4006531188,4224209599,
Middle East & North Africa,GDP (current US$),9.6682E+11,1.0891E+12,1.27121E+12,1.53014E+12,1.79094E+12,2.12332E+12,2.6477E+12,2.36823E+12,2.76796E+12,3.28239E+12,3.52976E+12,3.52402E+12,3.56356E+12,3.14728E+12,3.1448E+12,
Mexico,GDP (current US$),7.4156E+11,7.13284E+11,7.70268E+11,8.66346E+11,9.65281E+11,1.04347E+12,1.10128E+12,8.94949E+11,1.05113E+12,1.17119E+12,1.1866E+12,1.26198E+12,1.29846E+12,1.15226E+12,1.04692E+12,
Marshall Islands,GDP (current US$),124735100,126887600,131334600,137928600,143930000,150776500,152788700,152617500,164969100,173260300,185210500,190800800,183121300,179697900,194497900,
Middle income,GDP (current US$),6.04351E+12,6.84005E+12,8.12546E+12,9.68551E+12,1.15206E+13,1.42975E+13,1.71696E+13,1.67556E+13,2.04586E+13,2.41784E+13,2.57333E+13,2.72782E+13,2.82928E+13,2.67961E+13,2.68971E+13,
"Macedonia, FYR",GDP (current US$),4018365247,4946292775,5682719260,6258600714,6861222332,8336478142,9909548411,9401731496,9407168702,10494632699,9745251126,10817712139,11362272838,10051659161,10899583155,
Mali,GDP (current US$),3889758024,4703504467,5444474268,6245031690,6899799786,8145694632,9750822511,10181021770,10678749467,12978107561,12442747897,13246412031,14388360064,13100058100,14034980334,
Malta,GDP (current US$),4689832690,5456583589,6062780269,6394851387,6757119558,7880509171,8977149553,8528202278,8741059603,9504797627,9203729739,10145944324,11217780149,10285547954,10999047580,
Myanmar,GDP (current US$),6777632512,10467109978,10567354056,11986972419,14502553710,20182477481,31862554102,36906181381,49540813342,59977326086,59937797559,60269734045,65446402659,59687373958,63225097051,
Middle East & North Africa (excluding high income),GDP (current US$),4.53678E+11,5.11781E+11,5.9292E+11,6.9842E+11,8.11375E+11,1.00283E+12,1.23537E+12,1.1959E+12,1.38352E+12,1.56852E+12,1.68155E+12,1.59168E+12,1.59156E+12,1.44198E+12,1.4539E+12,
Montenegro,GDP (current US$),1284446123,1707678390,2073255525,2257174481,2696020575,3668857104,4545674528,4159330370,4139192053,4538198499,4087724528,4464260489,4587928884,4052913386,4374127212,
Mongolia,GDP (current US$),1396555720,1595297356,1992066808,2523471532,3414055566,4234999823,5623216449,4583850368,7189481824,10409797649,12292770631,12582122604,12226514722,11749620620,11183458131,
Northern Mariana Islands,GDP (current US$),1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,733000000,751000000,784000000,845000000,933000000,1242000000,
Mozambique,GDP (current US$),5031510909,5597367853,6831808930,7723846195,8312078525,9366742309,11494837053,10911698208,10154238250,13131168012,14534278446,16018848991,16961127046,14798439527,11014858592,
Mauritania,GDP (current US$),1324426607,1563074860,1833444740,2184444849,3040716679,3356757497,3978425881,3670515288,4343665075,5179690136,5225533500,5724227185,5391475277,4844223107,4739298730,
Mauritius,GDP (current US$),4767303154,5609831328,6385695187,6283803256,7028803366,8150138757,9990370016,9128843109,10003670690,11518393367,11668685524,12129642296,12803445934,11692287066,12168437744,
Malawi,GDP (current US$),3495748398,3208837077,3476094499,3655909664,3997852636,4432192844,5320925102,6190991712,6959697194,8003300198,6028470989,5518901971,6054750320,6373201160,5433038647,
Malaysia,GDP (current US$),1.00845E+11,1.10202E+11,1.2475E+11,1.43534E+11,1.62691E+11,1.93548E+11,2.30814E+11,2.02258E+11,2.55017E+11,2.97952E+11,3.14443E+11,3.23277E+11,3.38062E+11,2.96434E+11,2.96536E+11,
North America,GDP (current US$),1.17394E+13,1.24072E+13,1.33026E+13,1.4268E+13,1.51767E+13,1.59485E+13,1.62738E+13,1.57957E+13,1.65836E+13,1.73121E+13,1.79851E+13,1.85397E+13,1.91918E+13,1.96794E+13,2.01603E+13,
Namibia,GDP (current US$),3361251198,4931312147,6606858786,7261333795,7978734402,8740865600,8486721917,8876191121,11282192605,12409629836,13016272899,12717790501,12786078004,11571141027,10947880690,
Niger,GDP (current US$),2170481509,2731416346,3052898739,3405134832,3646728060,4291363391,5403363917,5397121856,5718589799,6409169890,6942209595,7667951988,8229730067,7217666361,7528387858,
Nigeria,GDP (current US$),59116847822,67655813930,87845420504,1.12248E+11,1.4543E+11,1.66451E+11,2.08065E+11,1.69481E+11,3.69062E+11,4.11744E+11,4.60954E+11,5.14966E+11,5.68499E+11,4.81066E+11,4.04653E+11,
Nicaragua,GDP (current US$),5224213018,5322454926,5795568205,6321335612,6763671611,7423377429,8496965842,8298695145,8758622329,9774316692,10532001130,10982972256,11880438824,12747741540,13230844687,
Netherlands,GDP (current US$),4.65369E+11,5.71863E+11,6.50533E+11,6.78534E+11,7.26649E+11,8.3942E+11,9.36228E+11,8.57933E+11,8.3639E+11,8.93757E+11,8.28947E+11,8.6668E+11,8.79635E+11,7.57999E+11,7.77228E+11,
Norway,GDP (current US$),1.95418E+11,2.28752E+11,2.64357E+11,3.08722E+11,3.45425E+11,4.01083E+11,4.62554E+11,3.86622E+11,4.29131E+11,4.98832E+11,5.10229E+11,5.23502E+11,4.99339E+11,3.86663E+11,3.71076E+11,
Nepal,GDP (current US$),6050875807,6330473097,7273938315,8130258041,9043715356,10325618017,12545438605,12854985464,16002656434,18913574371,18851513891,19271168018,20002968838,21410840909,21131983246,
New Zealand,GDP (current US$),66628222189,88250885550,1.03906E+11,1.14719E+11,1.11607E+11,1.37315E+11,1.3328E+11,1.21337E+11,1.46581E+11,1.68462E+11,1.76193E+11,1.90521E+11,2.00696E+11,1.75563E+11,1.84969E+11,
OECD members,GDP (current US$),2.83004E+13,3.17077E+13,3.5294E+13,3.73075E+13,3.93323E+13,4.29932E+13,4.5511E+13,4.25797E+13,4.46062E+13,4.79234E+13,4.78285E+13,4.84052E+13,4.93701E+13,4.6659E+13,4.75526E+13,
Oman,GDP (current US$),20142782835,21633810143,24763589077,31081924577,37215864759,42085305592,60905331599,48388296489,58641621847,67937307412,76689583355,78938585176,81034395059,69831770871,66293368010,
Other small states,GDP (current US$),98187518525,1.21659E+11,1.50739E+11,1.82941E+11,2.15039E+11,2.63062E+11,3.21655E+11,2.76256E+11,3.20786E+11,3.95817E+11,4.13323E+11,4.31008E+11,4.44728E+11,3.69948E+11,3.6208E+11,
Pakistan,GDP (current US$),72306820396,83244801093,97977766198,1.09502E+11,1.37264E+11,1.52386E+11,1.70078E+11,1.68153E+11,1.77407E+11,2.13587E+11,2.24384E+11,2.31219E+11,2.44361E+11,2.70556E+11,2.78913E+11,
Panama,GDP (current US$),12994310400,13693981200,15013381700,16374393900,18141666300,20958000000,24522200000,26593500000,28917200000,34373820500,39954761200,44856189500,49165773100,52132289700,55187700000,
Peru,GDP (current US$),54777553515,58731030122,66768703498,76060606061,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01218E+11,2.0105E+11,1.89212E+11,1.92207E+11,
Philippines,GDP (current US$),81357602950,83908206456,91371239765,1.03072E+11,1.22211E+11,1.4936E+11,1.74195E+11,1.68335E+11,1.99591E+11,2.24143E+11,2.50092E+11,2.71836E+11,2.84585E+11,2.92774E+11,3.04905E+11,
Palau,GDP (current US$),161615200,157962700,173373900,191326500,193085900,194767100,196711500,186891100,183335100,200066900,215095100,228012200,246436300,297645400,310248300,
Papua New Guinea,GDP (current US$),2999511040,3536411824,3927157867,4865892972,8306343442,9545071325,11670678864,11619541940,14250726290,17984816533,21295834133,21261305413,23003575201,21060901604,20213214172,
Poland,GDP (current US$),1.98681E+11,2.17519E+11,2.55102E+11,3.06135E+11,3.44826E+11,4.2925E+11,5.33816E+11,4.40347E+11,4.79258E+11,5.28725E+11,5.00284E+11,5.24201E+11,5.45076E+11,4.7728E+11,4.71364E+11,
Pre-demographic dividend,GDP (current US$),2.36774E+11,2.73883E+11,3.32473E+11,4.11274E+11,5.14533E+11,6.30728E+11,8.05267E+11,7.28799E+11,1.00975E+12,1.16644E+12,1.28175E+12,1.40171E+12,1.49697E+12,1.30076E+12,1.20779E+12,
Portugal,GDP (current US$),1.34229E+11,1.64964E+11,1.89187E+11,1.97305E+11,2.08567E+11,2.40169E+11,2.62008E+11,2.43746E+11,2.38303E+11,2.44895E+11,2.16368E+11,2.26073E+11,2.2963E+11,1.9942E+11,2.04837E+11,
Paraguay,GDP (current US$),6325151760,6588103836,8033877360,8734653809,10646157920,13794910634,18504130753,15929902138,20030528043,25099681461,24595319574,28965906502,30881166852,27282581336,27424071383,
West Bank and Gaza,GDP (current US$),3555800000,3968000000,4329200000,4831800000,4910100000,5505800000,6673500000,7268200000,8913100000,10465400000,11279400000,12476000000,12715600000,12673000000,13397100000,
Pacific island small states,GDP (current US$),3545230258,4157082464,4802142870,5271518870,5541929393,6078976595,6554173387,5778915418,6404608139,7589010906,8110535071,8376051897,8769297682,8596930891,9019651488,
Post-demographic dividend,GDP (current US$),2.71709E+13,3.04816E+13,3.38689E+13,3.56502E+13,3.74964E+13,4.08924E+13,4.32041E+13,4.06762E+13,4.24136E+13,4.55256E+13,4.54538E+13,4.58486E+13,4.6735E+13,4.42428E+13,4.52133E+13,
Qatar,GDP (current US$),19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,1.1527E+11,97798351648,1.25122E+11,1.67775E+11,1.86834E+11,1.98728E+11,2.06225E+11,1.64641E+11,1.52452E+11,
Romania,GDP (current US$),46174557556,59867801205,76216441462,99697566668,1.23533E+11,1.71537E+11,2.08182E+11,1.67423E+11,1.67998E+11,1.85363E+11,1.71665E+11,1.91549E+11,1.99493E+11,1.77911E+11,1.87592E+11,
Russian Federation,GDP (current US$),3.4511E+11,4.30348E+11,5.91017E+11,7.64017E+11,9.89931E+11,1.29971E+12,1.66084E+12,1.22264E+12,1.52492E+12,2.05166E+12,2.21026E+12,2.29713E+12,2.06366E+12,1.36586E+12,1.28316E+12,
Rwanda,GDP (current US$),1677447150,1845979299,2089188829,2581465864,3152016557,3824811913,4860576609,5379378135,5774003744,6491683832,7315702176,7622526429,8016288347,8261034258,8376048905,
South Asia,GDP (current US$),6.6325E+11,7.74467E+11,8.97927E+11,1.02864E+12,1.17625E+12,1.48869E+12,1.51564E+12,1.66559E+12,2.04214E+12,2.27201E+12,2.29791E+12,2.35666E+12,2.57769E+12,2.6828E+12,2.89248E+12,
Saudi Arabia,GDP (current US$),1.89606E+11,2.15808E+11,2.58742E+11,3.2846E+11,3.769E+11,4.15965E+11,5.19797E+11,4.29098E+11,5.28207E+11,6.71239E+11,7.35975E+11,7.46647E+11,7.5635E+11,6.51757E+11,6.46438E+11,
Sudan,GDP (current US$),14803189093,17646503525,21457470203,26524538566,35822408612,45898948564,54526580232,53150209168,65634109237,67327289320,68125631150,72065940086,82151588419,97156119150,95584380032,
Senegal,GDP (current US$),5333862371,6858952880,8031344381,8707015771,9358710935,11284603071,13439023281,12814961485,12948906289,14390776644,14225310519,14851057085,15304363138,13640668374,14683697631,
Singapore,GDP (current US$),91941192896,97001377569,1.14189E+11,1.27418E+11,1.47797E+11,1.79981E+11,1.92226E+11,1.92408E+11,2.36422E+11,2.75599E+11,2.89162E+11,3.02511E+11,3.08143E+11,2.96841E+11,2.96976E+11,
Solomon Islands,GDP (current US$),341661643.6,332738245.9,375111894.9,413909879.3,456705434,516074229,608293860.3,597765363.1,671585343.2,886498370.7,1025125082,1059695156,1156563123,1129164719,1202125000,
Sierra Leone,GDP (current US$),1239004288,1371442566,1431208677,1627854495,1885112202,2158496873,2505458705,2489985963,2616610911,2942546781,3801862611,4920343195,5015180977,4251869870,3736588554,
El Salvador,GDP (current US$),14306700000,15046700000,15798300000,17093800000,18550700000,20104900000,21430950000,20661030000,21418330000,23139040000,23813600000,24350930000,25054230000,26052340000,26797470000,
San Marino,GDP (current US$),1253529080,1600451467,1877328036,1958711603,2092585623,2488365727,2752307016,2363156432,2139072848,2054489853,1800077091,1865374403,1845561895,1569258068,1590707965,
Serbia,GDP (current US$),16116843146,21188704081,24861483281,26252007830,30607991862,40289556656,49259526053,42616653300,39460357731,46466728667,40742313861,45519650911,44210806366,37160332465,38299854688,
Sub-Saharan Africa (excluding high income),GDP (current US$),3.66266E+11,4.67795E+11,5.82616E+11,6.84302E+11,8.01053E+11,9.32288E+11,1.0665E+12,1.02177E+12,1.36485E+12,1.53617E+12,1.61098E+12,1.69711E+12,1.77886E+12,1.60444E+12,1.51117E+12,
Sub-Saharan Africa,GDP (current US$),3.6697E+11,4.68505E+11,5.83461E+11,6.85227E+11,8.02075E+11,9.33327E+11,1.06747E+12,1.02262E+12,1.36582E+12,1.53723E+12,1.61211E+12,1.69852E+12,1.78029E+12,1.60587E+12,1.5126E+12,
Small states,GDP (current US$),1.36679E+11,1.63314E+11,1.96716E+11,2.34866E+11,2.72996E+11,3.27512E+11,3.94805E+11,3.37922E+11,3.88136E+11,4.69604E+11,4.92082E+11,5.10669E+11,5.2489E+11,4.48061E+11,4.37804E+11,
Sao Tome and Principe,GDP (current US$),80531992.12,96343906.43,105360801.9,126194166.2,134441116.9,145827429.6,188021168.8,187821029,197454053.1,233213522.6,252560557.1,302925489.7,348899846.1,315880811.1,342781715.5,
Suriname,GDP (current US$),1078402128,1271196078,1484092538,1793754805,2626380435,2936612022,3532969035,3875409836,4368398048,4422276622,4980000000,5145757576,5240606061,4826587058,3278425328,
Slovak Republic,GDP (current US$),35083608131,46731767494,57240535138,62697540107,70596729394,86304245825,1.00325E+11,88945625174,89501012916,98181259740,93413992956,98478349315,1.00948E+11,87501423882,89768598023,
Slovenia,GDP (current US$),23563576758,29697448108,34470227454,36346974008,39587732029,48114688201,55589849128,50244793832,48013606745,51290792018,46352802766,48116256926,49904928335,43072415017,44708598649,
Sweden,GDP (current US$),2.63926E+11,3.31109E+11,3.81705E+11,3.89042E+11,4.20032E+11,4.87816E+11,5.13966E+11,4.29657E+11,4.88378E+11,5.6311E+11,5.43881E+11,5.78742E+11,5.73818E+11,4.97918E+11,5.1446E+11,
Swaziland,GDP (current US$),1432228125,2197612701,2770082792,3178126492,3291353836,3469363996,3294093485,3580417067,4438778424,4820499924,4823831657,4560713074,4377293816,4020275298,3720649375,
Seychelles,GDP (current US$),697518248.2,705704816,839319927.3,919103254.5,1016418229,1033561654,967199594,847397850.1,969936525.3,1065826670,1134267367,1411061261,1422530792,1437722206,1427323889,
Chad,GDP (current US$),1987622279,2736666516,4414929220,6646663561,7422102656,8638711443,10351932604,9253484108,10657705536,12156380425,12368071039,12949854263,13922223234,10888798114,9600761474,
East Asia & Pacific (IDA & IBRD countries),GDP (current US$),2.05162E+12,2.32306E+12,2.69268E+12,3.11803E+12,3.75626E+12,4.74907E+12,6.00915E+12,6.51868E+12,7.86401E+12,9.61208E+12,1.07234E+13,1.18379E+13,1.27295E+13,1.32427E+13,1.34865E+13,
Europe & Central Asia (IDA & IBRD countries),GDP (current US$),1.01911E+12,1.25503E+12,1.6227E+12,2.0326E+12,2.45915E+12,3.1569E+12,3.90615E+12,3.0956E+12,3.63551E+12,4.42059E+12,4.6113E+12,4.89344E+12,4.62392E+12,3.59846E+12,3.46319E+12,
Togo,GDP (current US$),1474630207,1673690430,1937074572,2115154262,2202809251,2523462557,3163416242,3163000529,3172945645,3756023160,3866617463,4080929201,4482880424,4087628276,4399995987,
Thailand,GDP (current US$),1.34301E+11,1.52281E+11,1.72895E+11,1.89318E+11,2.21758E+11,2.62943E+11,2.91383E+11,2.8171E+11,3.41105E+11,3.70819E+11,3.9756E+11,4.20529E+11,4.06522E+11,3.99235E+11,4.07026E+11,
Tajikistan,GDP (current US$),1221113780,1554125531,2076148696,2312319579,2830236054,3719497371,5161336170,4979481980,5642178580,6522732203,7633049792,8506674783,9236309138,7853450374,6951657159,
Turkmenistan,GDP (current US$),4462028989,5977440583,6838351088,8104355717,10277598152,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799628571,36179885714,
Latin America & the Caribbean (IDA & IBRD countries),GDP (current US$),1.85142E+12,1.90385E+12,2.21086E+12,2.69496E+12,3.1715E+12,3.76018E+12,4.39266E+12,4.11625E+12,5.14211E+12,5.86359E+12,5.91282E+12,6.0586E+12,6.17139E+12,5.2478E+12,5.09416E+12,
Timor-Leste,GDP (current US$),422917862.1,430520879.8,442875783.7,466635214.1,440024652,531260864.9,659561789.4,785961959.4,894400000,1053500000,1188900000,1410000000,1450600000,1606500000,1782974000,
Middle East & North Africa (IDA & IBRD countries),GDP (current US$),4.50128E+11,5.07822E+11,5.8862E+11,6.93624E+11,8.06509E+11,9.97382E+11,1.22877E+12,1.18867E+12,1.37462E+12,1.55806E+12,1.67027E+12,1.57907E+12,1.5787E+12,1.42909E+12,1.44024E+12,
Tonga,GDP (current US$),182737040.1,202543202,229358214.8,262176133.7,294137737.1,300143056.9,349484427.6,318166562.8,369485198.8,423011844.3,472358251.2,450686353.7,443911052.3,435438217.3,401562006.2,
South Asia (IDA & IBRD),GDP (current US$),6.6325E+11,7.74467E+11,8.97927E+11,1.02864E+12,1.17625E+12,1.48869E+12,1.51564E+12,1.66559E+12,2.04214E+12,2.27201E+12,2.29791E+12,2.35666E+12,2.57769E+12,2.6828E+12,2.89248E+12,
Sub-Saharan Africa (IDA & IBRD countries),GDP (current US$),3.6697E+11,4.68505E+11,5.83461E+11,6.85227E+11,8.02075E+11,9.33327E+11,1.06747E+12,1.02262E+12,1.36582E+12,1.53723E+12,1.61211E+12,1.69852E+12,1.78029E+12,1.60587E+12,1.5126E+12,
Trinidad and Tobago,GDP (current US$),9008273721,11305459802,13280275123,15982282462,18369070085,21642304046,27870257894,19175196446,22157948396,25433011405,25694164489,26436159315,26175952942,23559224762,21894706041,
Tunisia,GDP (current US$),23142294436,27453084983,31183139301,32273007554,34378437265,38908069299,44856586316,43454935940,44050929160,45810626509,45044112939,46251061734,47587913059,43156708809,42062549395,
Turkey,GDP (current US$),2.38428E+11,3.11823E+11,4.04787E+11,5.01416E+11,5.52487E+11,6.7577E+11,7.64336E+11,6.4464E+11,7.71877E+11,8.32546E+11,8.73982E+11,9.50595E+11,9.34168E+11,8.59794E+11,8.63712E+11,
Tuvalu,GDP (current US$),15450994.24,18231078.54,21534931.61,21839098.89,22902861.45,27030374.03,30290219.76,27101076.28,31823518.62,39312016.5,39875750.67,38322359.53,37259689.92,32673277.74,34218878.44,
Tanzania,GDP (current US$),10805599893,11659129889,12825801581,16929976600,18610460327,21501741757,27368386358,28573777052,31407908612,33878631649,39087748240,44333456245,48197218327,45628320606,47340071107,
Uganda,GDP (current US$),6178563591,6336696289,7940362799,9013834373,9942597780,12292813603,14239026630,18168902154,20186496527,20176751242,23132149257,24599553472,27295207928,27059447775,24078931933,
Ukraine,GDP (current US$),42392896031,50132953288,64883060726,86142018069,1.07753E+11,1.42719E+11,1.79992E+11,1.17228E+11,1.36013E+11,1.6316E+11,1.75781E+11,1.8331E+11,1.33503E+11,91030959455,93270479389,
Upper middle income,GDP (current US$),4.58534E+12,5.16748E+12,6.21367E+12,7.48034E+12,8.89439E+12,1.10654E+13,1.35285E+13,1.3027E+13,1.57922E+13,1.88971E+13,2.01944E+13,2.14989E+13,2.22122E+13,2.07724E+13,2.06239E+13,
Uruguay,GDP (current US$),13606494599,12045631093,13686329890,17362857684,19579457966,23410572622,30366213095,31660911290,40284481662,47962439293,51264390121,57531233351,57236013078,53274304215,52419720714,
United States,GDP (current US$),1.09775E+13,1.15107E+13,1.22749E+13,1.30937E+13,1.38559E+13,1.44776E+13,1.47186E+13,1.44187E+13,1.49644E+13,1.55179E+13,1.61553E+13,1.66915E+13,1.73931E+13,1.81207E+13,1.86245E+13,
Uzbekistan,GDP (current US$),9687951055,10128112401,12030023548,14307509839,17330833853,22311393928,29549438884,33689223673,39332770929,45915191189,51821573338,57690453461,63067077179,66903804143,67220335570,
St. Vincent and the Grenadines,GDP (current US$),461883444.4,481806296.3,521975111.1,550728666.7,610930037,651833333.3,695428851.9,674922481.5,681225963,676129407.4,692933740.7,721207148.1,727230734.8,755205755.9,768224226.7,
Vietnam,GDP (current US$),35064105501,39552513316,45427854693,57633255618,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,1.93241E+11,2.05276E+11,
Vanuatu,GDP (current US$),262603781.8,314463144,364996869.1,394962552.3,439376794.1,526428309.9,607958616.1,610066628.7,700804286.2,792149700.7,781702874.1,801787555.9,814954307,742432131,773502895.9,
World,GDP (current US$),3.4636E+13,3.88941E+13,4.38048E+13,4.74289E+13,5.13632E+13,5.7859E+13,6.34618E+13,6.01683E+13,6.59545E+13,7.32799E+13,7.48899E+13,7.69909E+13,7.90492E+13,7.47577E+13,7.58451E+13,
Samoa,GDP (current US$),288078881.4,338838639.4,420320176.4,462649043,508503671.3,550970655.5,644132488.9,560959527.8,643046733.4,739785121.9,801168622.3,804808525.5,803589511.8,803985809.2,786356314.8,
Kosovo,GDP (current US$),2702427047,3355083117,3639935348,3736599925,4078158324,4833561456,5687488209,5653792720,5829933775,6649291076,6473724785,7072092406,7386891336,6440501275,6649888889,
"Yemen, Rep.",GDP (current US$),10693278292,11777768087,13873500888,16753769532,19081722875,21656517484,26910851362,25130274124,30906749533,32726417878,35393148127,40415233436,43228583935,37733919936,27317605346,
South Africa,GDP (current US$),1.15748E+11,1.75257E+11,2.28937E+11,2.57671E+11,2.71811E+11,2.99034E+11,2.871E+11,2.97217E+11,3.75298E+11,4.16878E+11,3.96333E+11,3.6681E+11,3.51119E+11,3.17611E+11,2.95456E+11,
Zambia,GDP (current US$),4193845678,4901839731,6221077675,8331870169,12756858899,14056957976,17910858638,15328342304,20265556274,23460098340,25503370699,28045460442,27150630607,21154394546,21063989683,
Zimbabwe,GDP (current US$),6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,8621573608,10141859710,12098450749,14242490252,15451768659,15891049236,16304667807,16619960402,